  2  -2   9.8261939718e-06   0.0000
  2  -1  -4.5359824611e-07  -0.0000
  2   0   2.8817204576e-02   0.0288
  2   1   4.0068630077e-06   0.0000
  2   2   6.2370849822e-02   0.0624
  4  -4   3.0612679410e-06   0.0000
  4  -3  -5.2551114068e-08  -0.0000
  4  -2  -5.3194473019e-07  -0.0000
  4  -1  -1.0853976038e-08  -0.0000
  4   0   2.0567151720e-03   0.0021
  4   1  -4.6053178880e-07  -0.0000
  4   2  -3.7190339431e-03  -0.0037
  4   3   3.1782523726e-07   0.0000
  4   4   1.0620787375e-02   0.0106
  6  -6  -6.7069851601e-08  -0.0000
  6  -5   6.7896761302e-10   0.0000
  6  -4   7.2985109970e-08   0.0000
  6  -3  -1.5047303989e-10  -0.0000
  6  -2  -9.8224587086e-09  -0.0000
  6  -1  -9.9915784790e-13  -0.0000
  6   0  -6.9791112895e-06  -0.0000
  6   1   6.9531778566e-11   0.0000
  6   2  -6.8697333475e-05  -0.0001
  6   3   1.2293279231e-08   0.0000
  6   4   2.5309639629e-04   0.0003
  6   5  -2.0663984981e-08  -0.0000
  6   6  -1.5540585086e-04  -0.0002
  8  -8   4.1062676050e-12   0.0000
  8  -7   1.8394885935e-14   0.0000
  8  -6   1.8267156757e-12   0.0000
  8  -5  -6.6616352385e-14  -0.0000
  8  -4   2.4558058969e-12   0.0000
  8  -3  -4.0806555185e-14  -0.0000
  8  -2   3.4115677905e-13   0.0000
  8  -1  -7.3998319650e-15  -0.0000
  8   0   1.5468795432e-10   0.0000
  8   1  -1.2438194465e-13  -0.0000
  8   2   2.7929827898e-09   0.0000
  8   3  -6.6425306713e-13  -0.0000
  8   4   5.9911107172e-09   0.0000
  8   5   2.8922315079e-12   0.0000
  8   6   4.1226836789e-09   0.0000
  8   7   1.6300178025e-12   0.0000
  8   8   7.1219520395e-09   0.0000
 10 -10  -1.2757464706e-13  -0.0000
 10  -9   3.0294926066e-15   0.0000
 10  -8   4.6840787051e-14   0.0000
 10  -7  -1.6831445079e-15  -0.0000
 10  -6  -9.3840381398e-15  -0.0000
 10  -5   5.9782141921e-17   0.0000
 10  -4   8.3508126370e-14   0.0000
 10  -3  -3.4784000390e-16  -0.0000
 10  -2  -2.4473374176e-15  -0.0000
 10  -1   8.6194029467e-17   0.0000
 10   0  -3.2625409960e-13  -0.0000
 10   1  -2.4170295679e-16  -0.0000
 10   2  -1.8299885270e-11  -0.0000
 10   3   3.1824402654e-14   0.0000
 10   4   2.8546037178e-10   0.0000
 10   5  -3.0663737593e-15  -0.0000
 10   6  -2.0494159206e-11  -0.0000
 10   7  -1.7741439495e-15  -0.0000
 10   8   8.1202768646e-11   0.0000
 10   9  -2.7313674912e-14  -0.0000
 10  10  -1.7690984393e-10  -0.0000
 12 -12   2.3152959176e-15   0.0000
 12 -11  -2.9735279680e-17  -0.0000
 12 -10  -2.4876413926e-15  -0.0000
 12  -9   2.0520261948e-19   0.0000
 12  -8   3.0226511407e-15   0.0000
 12  -7   7.9185121660e-18   0.0000
 12  -6  -7.4869451917e-17  -0.0000
 12  -5   8.4808586089e-18   0.0000
 12  -4  -1.5406108301e-16  -0.0000
 12  -3  -2.0448358967e-18  -0.0000
 12  -2  -5.2980818802e-17  -0.0000
 12  -1   1.9679547794e-19   0.0000
 12   0   1.0115010616e-14   0.0000
 12   1  -1.3411566638e-17  -0.0000
 12   2  -4.8417789841e-13  -0.0000
 12   3  -1.6590291586e-17  -0.0000
 12   4  -3.7527995501e-13  -0.0000
 12   5  -5.7884533639e-17  -0.0000
 12   6  -1.9557712644e-13  -0.0000
 12   7   5.2110173675e-16   0.0000
 12   8   5.2443291010e-12   0.0000
 12   9  -6.2837151024e-16  -0.0000
 12  10  -3.4594698599e-12  -0.0000
 12  11   6.2665992961e-16   0.0000
 12  12   2.6890390588e-12   0.0000
